student_id,nom_complet,age,sexe,serie,notes_detaillees,moyenne_generale,matieres_fortes,matieres_faibles,centres_interet,competences,preferences_env,objectif_professionnel,filieres_compatibles,filiere_recommandee,parcours_recommande,score_compatibilite,niveau_confiance,justification
STD_2026_0270,Mialy Rajaonarivelo,19,F,A,Philosophie:13.01; Français:11.86; Malagasy:11.67; Histoire-Géographie:14.35; Anglais:9.48; LV2:14.63; Mathématiques:9.41; SVT / Sciences humaines:6.66; EPS:15.07,12.1,EPS; LV2,Mathématiques; SVT / Sciences humaines,Robotique; Économie & Bourse,Analyse financière; Étude d'impact économique; Résolution de problèmes,Bureau & Télétravail,Consultant en Organisation,EMP; TEH; IAA,EMP,Techniques des Affaires,73.54,Moyen,"Excellente adéquation avec la série A et bonnes notes en EPS, LV2. Profil aligné avec l'objectif de Consultant en Organisation."
STD_2026_0271,Lova Rakotomalala,18,F,A1,Philosophie:19.47; Français:13.72; Malagasy:7.16; Histoire-Géographie:11.13; Anglais:12.27; LV2:16.37; Mathématiques:10.1; SVT / Sciences humaines:11.34; EPS:13.97,13.2,Philosophie; LV2,Mathématiques; Malagasy,Dessin & Design; Musique,Comptabilité générale & analytique; Contrôle de gestion; Résolution de problèmes,Sur le terrain / Chantier,Comptable Senior,FIC; EMII; AEE,FIC,Techniques des Affaires,48.56,Faible,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Comptable Senior."
STD_2026_0272,Dina Ratsimbazafy,18,M,A2,Philosophie:11.75; Français:16.43; Malagasy:8.63; Histoire-Géographie:10.96; Anglais:8.04; LV2:16.03; Mathématiques:5.17; SVT / Sciences humaines:4.48; EPS:11.66,11.19,Français; LV2,Mathématiques; SVT / Sciences humaines,Programmation & Code; Nature & Écologie,Zootechnie; Agronomie; Résolution de problèmes,Espaces de Coworking / Startup,Agronome,AEE; ICMP; GCA,AEE,Biotechnologie et Agronomie,66.56,Moyen,"Excellente adéquation avec la série A2 et bonnes notes en Français, LV2. Profil aligné avec l'objectif de Agronome."
STD_2026_0273,Nary Rajaonarivelo,21,M,L,Philosophie:16.32; Français et Littérature:17.82; Anglais:12.62; LV2:16.45; Malagasy:5.35; Histoire-Géographie:13.28; Éducation civique:10.17; Mathématiques:6.72; Arts / options culturelles:20.0; EPS:12.38,13.79,Arts / options culturelles; Français et Littérature,Mathématiques; Malagasy,Programmation & Code; Économie & Bourse,Microbiologie; Process agroalimentaires; Résolution de problèmes,Bureau & Télétravail,Ingénieur Agroalimentaire,IAA; IMTICIA; EMP,IAA,Biotechnologie et Agronomie,54.51,Faible,"Excellente adéquation avec la série L et bonnes notes en Arts / options culturelles, Français et Littérature. Profil aligné avec l'objectif de Ingénieur Agroalimentaire."
STD_2026_0274,Andry Rasoanaivo,19,M,C,"Mathématiques:13.86; Sciences Physiques, Chimiques et Technologie (SPCT):15.99; Français:9.63; Philosophie:9.98; Malagasy:14.11; Histoire-Géographie:8.92; Anglais:7.21; SVT:16.6; EPS:9.11",12.77,"SVT; Sciences Physiques, Chimiques et Technologie (SPCT)",Histoire-Géographie; Anglais,Programmation & Code; Dessin & Design,Normes GMP/BPF; Chimie organique; Résolution de problèmes,Entreprise industrielle,Responsable contrôle qualité labo,PIP; ESIIA; IMTICIA,PIP,Biotechnologie et Agronomie,77.52,Élevé,"Excellente adéquation avec la série C et bonnes notes en SVT, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Responsable contrôle qualité labo."
STD_2026_0275,Faly Rajaonarivelo,18,F,D,"SVT:18.75; Sciences Physiques, Chimiques et Technologie (SPCT):9.89; Mathématiques:10.3; Français:11.23; Philosophie:13.1; Malagasy:8.09; Histoire-Géographie:9.64; Anglais:12.15; EPS:10.39",12.2,SVT; Philosophie,Histoire-Géographie; Malagasy,Économie & Bourse; Nature & Écologie,Automatisme PLC; CAO Mécanique; Résolution de problèmes,Laboratoire & R&D,Concepteur Mécatronique,EMII; FIC; TEH,EMII,Génie Industriel et Génie Civil,73.43,Moyen,"Excellente adéquation avec la série D et bonnes notes en SVT, Philosophie. Profil aligné avec l'objectif de Concepteur Mécatronique."
STD_2026_0276,Nary Ratsimbazafy,17,F,S,Mathématiques:14.81; Sciences Physiques et Chimiques:18.17; SVT / Biologie-Géologie:11.97; Français:5.19; Philosophie:11.42; Malagasy:5.75; Histoire-Géographie:9.19; Anglais:11.18; EPS:10.15,12.37,Sciences Physiques et Chimiques; Mathématiques,Malagasy; Français,Robotique; Nature & Écologie,AutoCAD/Revit; Calcul de structures; Résolution de problèmes,Espaces de Coworking / Startup,Conducteur de travaux,GCA; FIC; ESIIA,GCA,Génie Industriel et Génie Civil,81.83,Élevé,"Excellente adéquation avec la série S et bonnes notes en Sciences Physiques et Chimiques, Mathématiques. Profil aligné avec l'objectif de Conducteur de travaux."
STD_2026_0277,Lova Razafindrakoto,21,F,G,Mathématiques de gestion:15.48; Gestion / Comptabilité:13.17; Français:10.81; Anglais:13.41; Économie:13.62; Histoire-Géographie:13.24; Philosophie:13.57; EPS:9.24,13.1,Mathématiques de gestion; Économie,Français; EPS,Économie & Bourse; Musique,Normes QHSE; Géologie minière; Résolution de problèmes,Entreprise industrielle,Responsable d'extraction,ICMP; IGGLIA; FIC,ICMP,Génie Industriel et Génie Civil,68.91,Moyen,"Excellente adéquation avec la série G et bonnes notes en Mathématiques de gestion, Économie. Profil aligné avec l'objectif de Responsable d'extraction."
STD_2026_0278,Toky Rakotomalala,20,F,Technique,Mathématiques appliquées:16.06; Physique appliquée / Technologie:14.11; Dessin technique:10.58; Français:18.76; Anglais:14.13; Philosophie:13.59; EPS:12.91,14.42,Français; Mathématiques appliquées,EPS; Dessin technique,Économie & Bourse; Programmation & Code,C/C++ embarqué; Électronique numérique; Résolution de problèmes,Entreprise industrielle,Ingénieur Systèmes Embarqués,ESIIA; CAA; EMII,ESIIA,Informatique et Télécommunication,80.82,Élevé,"Excellente adéquation avec la série Technique et bonnes notes en Français, Mathématiques appliquées. Profil aligné avec l'objectif de Ingénieur Systèmes Embarqués."
STD_2026_0279,Rova Rakotomalala,17,M,A,Philosophie:9.84; Français:15.28; Malagasy:10.71; Histoire-Géographie:11.79; Anglais:13.34; LV2:16.26; Mathématiques:13.6; SVT / Sciences humaines:9.0; EPS:13.21,12.53,LV2; Français,Philosophie; SVT / Sciences humaines,Volontariat; Musique,Algorithmique & Python; Génie Logiciel & Java/Web; Résolution de problèmes,Laboratoire & R&D,Ingénieur Génie Logiciel,IGGLIA; TEH; AEE,IGGLIA,Informatique et Télécommunication,79.06,Élevé,"Excellente adéquation avec la série A et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Ingénieur Génie Logiciel."
STD_2026_0280,Toky Ratsimbazafy,20,F,A1,Philosophie:16.62; Français:14.65; Malagasy:8.26; Histoire-Géographie:7.32; Anglais:10.96; LV2:14.0; Mathématiques:14.35; SVT / Sciences humaines:5.96; EPS:7.57,11.64,Philosophie; Français,Histoire-Géographie; SVT / Sciences humaines,Nature & Écologie; Programmation & Code,Développement Web/Mobile; Réseaux informatiques; Résolution de problèmes,Entreprise industrielle,Designer UI/UX,IMTICIA; ICMP; CAA,IMTICIA,Informatique et Télécommunication,80.92,Élevé,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Designer UI/UX."
STD_2026_0281,Nary Ramanantsoa,20,F,A2,Philosophie:16.02; Français:16.11; Malagasy:13.72; Histoire-Géographie:10.86; Anglais:9.62; LV2:12.79; Mathématiques:13.69; SVT / Sciences humaines:10.86; EPS:12.11,13.19,Français; Philosophie,SVT / Sciences humaines; Anglais,Robotique; Musique,PowerBI & Analytics; Python / R Data; Résolution de problèmes,Laboratoire & R&D,Data Scientist,ISAIA; DTJA; FIC,ISAIA,Informatique et Télécommunication,56.56,Moyen,"Excellente adéquation avec la série A2 et bonnes notes en Français, Philosophie. Profil aligné avec l'objectif de Data Scientist."
STD_2026_0282,Mialy Andriantsitohaina,21,M,L,Philosophie:15.47; Français et Littérature:17.24; Anglais:10.73; LV2:12.89; Malagasy:11.37; Histoire-Géographie:8.84; Éducation civique:7.15; Mathématiques:8.21; Arts / options culturelles:14.97; EPS:11.78,12.59,Français et Littérature; Philosophie,Mathématiques; Éducation civique,Programmation & Code; Dessin & Design,Ingénierie touristique; Écotourisme & Biodiversité; Résolution de problèmes,Laboratoire & R&D,Responsable Parc Naturel,TEE; ISAIA; IMTICIA,TEE,Techniques du Tourisme,78.58,Élevé,"Excellente adéquation avec la série L et bonnes notes en Français et Littérature, Philosophie. Profil aligné avec l'objectif de Responsable Parc Naturel."
STD_2026_0283,Dina Rabenjamina,17,F,C,"Mathématiques:13.19; Sciences Physiques, Chimiques et Technologie (SPCT):17.37; Français:13.24; Philosophie:14.46; Malagasy:12.49; Histoire-Géographie:16.09; Anglais:12.15; SVT:13.84; EPS:16.05",14.49,"Sciences Physiques, Chimiques et Technologie (SPCT); Histoire-Géographie",Malagasy; Anglais,Dessin & Design; Nature & Écologie,Management hôtelier; Communication interculturelle; Résolution de problèmes,Sur le terrain / Chantier,Chef de projet Événementiel,TEH; EMP; IMTICIA,TEH,Techniques du Tourisme,55.3,Moyen,"Excellente adéquation avec la série C et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Histoire-Géographie. Profil aligné avec l'objectif de Chef de projet Événementiel."
STD_2026_0284,Tiana Razafindrakoto,21,M,D,"SVT:9.35; Sciences Physiques, Chimiques et Technologie (SPCT):15.09; Mathématiques:14.47; Français:16.63; Philosophie:9.76; Malagasy:10.26; Histoire-Géographie:7.43; Anglais:18.37; EPS:13.05",12.81,Anglais; Français,SVT; Histoire-Géographie,Volontariat; Robotique,Analyse Marché; Marketing Digital; Résolution de problèmes,Espaces de Coworking / Startup,Directeur des Ventes,CAA; TEH; AEE,CAA,Techniques des Affaires,93.32,Élevé,"Excellente adéquation avec la série D et bonnes notes en Anglais, Français. Profil aligné avec l'objectif de Directeur des Ventes."
STD_2026_0285,Mirana Rakotondrabe,19,M,S,Mathématiques:15.24; Sciences Physiques et Chimiques:12.62; SVT / Biologie-Géologie:16.13; Français:13.24; Philosophie:13.54; Malagasy:17.18; Histoire-Géographie:7.22; Anglais:10.39; EPS:12.71,13.7,Malagasy; SVT / Biologie-Géologie,Anglais; Histoire-Géographie,Lecture & Écriture; Robotique,Rédaction juridique; Conseil d'entreprise; Résolution de problèmes,Bureau & Télétravail,Gestionnaire de Contrats,DTJA; TEH; CAA,DTJA,Techniques des Affaires,48.34,Faible,"Excellente adéquation avec la série S et bonnes notes en Malagasy, SVT / Biologie-Géologie. Profil aligné avec l'objectif de Gestionnaire de Contrats."
STD_2026_0286,Hasina Rakotondrabe,18,M,G,Mathématiques de gestion:14.19; Gestion / Comptabilité:11.43; Français:11.63; Anglais:8.04; Économie:19.85; Histoire-Géographie:12.23; Philosophie:15.38; EPS:15.56,13.24,Économie; EPS,Gestion / Comptabilité; Anglais,Nature & Écologie; Lecture & Écriture,Étude d'impact économique; Analyse financière; Résolution de problèmes,Espaces de Coworking / Startup,Chef de Projet,EMP; AEE; ICMP,EMP,Techniques des Affaires,78.4,Élevé,"Excellente adéquation avec la série G et bonnes notes en Économie, EPS. Profil aligné avec l'objectif de Chef de Projet."
STD_2026_0287,Hasina Rabenjamina,16,F,Technique,Mathématiques appliquées:15.07; Physique appliquée / Technologie:17.42; Dessin technique:11.99; Français:10.57; Anglais:10.88; Philosophie:14.87; EPS:6.52,13.46,Physique appliquée / Technologie; Mathématiques appliquées,Français; EPS,Jeux de Stratégie; Musique,Comptabilité générale & analytique; Gestion de trésorerie; Résolution de problèmes,Bureau & Télétravail,Auditeur Financier,FIC; ESIIA; PIP,FIC,Techniques des Affaires,54.63,Faible,"Excellente adéquation avec la série Technique et bonnes notes en Physique appliquée / Technologie, Mathématiques appliquées. Profil aligné avec l'objectif de Auditeur Financier."
STD_2026_0288,Fitia Randriamampianina,21,M,A,Philosophie:15.62; Français:11.53; Malagasy:17.05; Histoire-Géographie:9.79; Anglais:9.71; LV2:20.0; Mathématiques:6.44; SVT / Sciences humaines:8.93; EPS:10.68,12.81,LV2; Malagasy,SVT / Sciences humaines; Mathématiques,Nature & Écologie; Dessin & Design,Gestion d'exploitation; Zootechnie; Résolution de problèmes,Bureau & Télétravail,Conseiller agricole,AEE; EMII; IAA,AEE,Biotechnologie et Agronomie,62.42,Moyen,"Excellente adéquation avec la série A et bonnes notes en LV2, Malagasy. Profil aligné avec l'objectif de Conseiller agricole."
STD_2026_0289,Vero Rakotomalala,16,F,A1,Philosophie:15.19; Français:14.54; Malagasy:9.25; Histoire-Géographie:14.26; Anglais:9.1; LV2:13.61; Mathématiques:8.11; SVT / Sciences humaines:9.01; EPS:14.03,12.44,Philosophie; Français,SVT / Sciences humaines; Mathématiques,Robotique; Musique,Contrôle qualité HACCP; Microbiologie; Résolution de problèmes,Laboratoire & R&D,Conducteur de ligne de production,IAA; ICMP; EMP,IAA,Biotechnologie et Agronomie,44.28,Faible,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, Français. Profil aligné avec l'objectif de Conducteur de ligne de production."
STD_2026_0290,Kanto Andriantsitohaina,18,M,A2,Philosophie:12.63; Français:13.13; Malagasy:13.89; Histoire-Géographie:12.77; Anglais:9.67; LV2:14.37; Mathématiques:7.9; SVT / Sciences humaines:11.64; EPS:12.64,12.37,LV2; Malagasy,Anglais; Mathématiques,Jeux de Stratégie; Nature & Écologie,Pharmacologie; Chimie organique; Résolution de problèmes,Espaces de Coworking / Startup,Assistant de recherche galénique,PIP; TEE; DTJA,PIP,Biotechnologie et Agronomie,44.96,Faible,"Excellente adéquation avec la série A2 et bonnes notes en LV2, Malagasy. Profil aligné avec l'objectif de Assistant de recherche galénique."
STD_2026_0291,Toky Rabenjamina,17,F,L,Philosophie:14.81; Français et Littérature:13.94; Anglais:11.14; LV2:12.08; Malagasy:12.51; Histoire-Géographie:11.49; Éducation civique:16.68; Mathématiques:11.73; Arts / options culturelles:14.97; EPS:14.42,13.26,Éducation civique; Arts / options culturelles,Histoire-Géographie; Anglais,Jeux de Stratégie; Sport d'équipe,Automatisme PLC; Maintenance industrielle; Résolution de problèmes,Espaces de Coworking / Startup,Ingénieur Électromécanicien,EMII; TEE; IMTICIA,EMII,Génie Industriel et Génie Civil,46.93,Faible,"Excellente adéquation avec la série L et bonnes notes en Éducation civique, Arts / options culturelles. Profil aligné avec l'objectif de Ingénieur Électromécanicien."
STD_2026_0292,Mialy Ratsimbazafy,16,F,C,"Mathématiques:17.04; Sciences Physiques, Chimiques et Technologie (SPCT):13.05; Français:8.7; Philosophie:9.03; Malagasy:12.32; Histoire-Géographie:7.26; Anglais:9.52; SVT:17.19; EPS:13.7",13.07,SVT; Mathématiques,Français; Histoire-Géographie,Volontariat; Dessin & Design,Métré et devis; AutoCAD/Revit; Résolution de problèmes,Espaces de Coworking / Startup,Chef de chantier BTP,GCA; ESIIA; IAA,GCA,Génie Industriel et Génie Civil,77.86,Élevé,"Excellente adéquation avec la série C et bonnes notes en SVT, Mathématiques. Profil aligné avec l'objectif de Chef de chantier BTP."
STD_2026_0293,Lova Ratsimbazafy,17,M,D,"SVT:14.52; Sciences Physiques, Chimiques et Technologie (SPCT):18.38; Mathématiques:17.21; Français:16.22; Philosophie:8.85; Malagasy:9.95; Histoire-Géographie:13.51; Anglais:7.81; EPS:10.12",14.28,"Sciences Physiques, Chimiques et Technologie (SPCT); Mathématiques",Philosophie; Anglais,Économie & Bourse; Robotique,Génie des procédés; Raffinage et extraction; Résolution de problèmes,Sur le terrain / Chantier,Ingénieur QHSE,ICMP; IMTICIA; IGGLIA,ICMP,Génie Industriel et Génie Civil,94.8,Élevé,"Excellente adéquation avec la série D et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Mathématiques. Profil aligné avec l'objectif de Ingénieur QHSE."
STD_2026_0294,Nomena Ramanantsoa,16,M,S,Mathématiques:13.51; Sciences Physiques et Chimiques:14.33; SVT / Biologie-Géologie:17.18; Français:6.59; Philosophie:9.41; Malagasy:7.27; Histoire-Géographie:9.18; Anglais:9.52; EPS:12.48,12.32,SVT / Biologie-Géologie; Sciences Physiques et Chimiques,Malagasy; Français,Dessin & Design; Programmation & Code,Microcontrôleurs IoT; Signal & Traitement; Résolution de problèmes,Sur le terrain / Chantier,Ingénieur Robotique,ESIIA; TEE; FIC,ESIIA,Informatique et Télécommunication,76.57,Élevé,"Excellente adéquation avec la série S et bonnes notes en SVT / Biologie-Géologie, Sciences Physiques et Chimiques. Profil aligné avec l'objectif de Ingénieur Robotique."
STD_2026_0295,Vero Randriamampianina,16,M,G,Mathématiques de gestion:12.91; Gestion / Comptabilité:20.0; Français:11.7; Anglais:13.16; Économie:15.77; Histoire-Géographie:14.54; Philosophie:10.34; EPS:11.16,14.45,Gestion / Comptabilité; Économie,EPS; Philosophie,Musique; Nature & Écologie,Algorithmique & Python; SQL & Bases de données; Résolution de problèmes,Bureau & Télétravail,Développeur Fullstack,IGGLIA; IMTICIA; ESIIA,IGGLIA,Informatique et Télécommunication,74.15,Moyen,"Excellente adéquation avec la série G et bonnes notes en Gestion / Comptabilité, Économie. Profil aligné avec l'objectif de Développeur Fullstack."
STD_2026_0296,Tojo Randriamampianina,16,F,Technique,Mathématiques appliquées:18.65; Physique appliquée / Technologie:17.31; Dessin technique:9.89; Français:11.28; Anglais:7.05; Philosophie:9.8; EPS:7.21,13.24,Mathématiques appliquées; Physique appliquée / Technologie,EPS; Anglais,Programmation & Code; Lecture & Écriture,Développement Web/Mobile; Infographie & 3D; Résolution de problèmes,Espaces de Coworking / Startup,Concepteur Multimédia,IMTICIA; EMP; EMII,IMTICIA,Informatique et Télécommunication,75.5,Élevé,"Excellente adéquation avec la série Technique et bonnes notes en Mathématiques appliquées, Physique appliquée / Technologie. Profil aligné avec l'objectif de Concepteur Multimédia."
